"","waluta","cena","Oferta od","Kategoria","Marka pojazdu","Model pojazdu","Wersja","Rok produkcji","Przebieg","Pojemnoœæ skokowa","Rodzaj paliwa","Moc","Skrzynia biegów","Napêd","Uszkodzony","Typ","Liczba drzwi","Liczba miejsc","Kolor","Metalik","Zarejestrowany w Polsce","Stan","Per³owy","Kraj pochodzenia","Pierwsza rejestracja","Numer rejestracyjny pojazdu","Serwisowany w ASO","VAT mar¿a","Mo¿liwoœæ finansowania","Faktura VAT","Bezwypadkowy","Leasing","Tuning","Pierwszy w³aœciciel","Generacja","Akryl (niemetalizowany)","Emisja CO2","Filtr cz¹stek sta³ych","Zarejestrowany jako zabytek","Gwarancja dealerska (w cenie)","Matowy","lub do (przebieg km)","VIN","Miesiêczna rata","Okres gwarancji producenta","Homologacja ciê¿arowa","Warranty if agreed with the buyer"
"1:979","PLN","12 900","Firmy","Osobowe","Audi","A6","2.4","2001","238 000 km","2 393 cm3","Benzyna","177 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Inny kolor","Tak",NA,"U¿ywane",NA,"Niemcy",NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,"C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:980","PLN","6 900","Firmy","Osobowe","Audi","A4","Avant 1.9 TDI","2001","324 000 km","1 896 cm3","Diesel","130 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Niebieski","Tak",NA,"U¿ywane",NA,"Niemcy","20/09/2001",NA,NA,NA,NA,NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:981","PLN","8 300","Osoby prywatnej","Osobowe","Audi","A6",NA,"2001","359 400 km","2 976 cm3","Benzyna+LPG","220 KM","Automatyczna","4x4 (sta³y)",NA,"Kombi","5","5","Czarny","Tak","Tak","U¿ywane",NA,"Szwajcaria","24/04/2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:982","PLN","9 999","Osoby prywatnej","Osobowe","Audi","A4","3.0","2001","245 000 km","2 976 cm3","Benzyna","220 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Srebrny","Tak",NA,"U¿ywane",NA,NA,NA,NA,"Tak",NA,NA,NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:983","PLN","5 900","Osoby prywatnej","Osobowe","Audi","A3","1.6 Ambition","2001","218 235 km","1 595 cm3","Benzyna","102 KM","Manualna","Na przednie ko³a",NA,"Kompakt","3","5","Czarny","Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:984","PLN","5 289","Osoby prywatnej","Osobowe","Audi","A6",NA,"2001","340 543 km","2 496 cm3","Diesel","155 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Srebrny","Tak","Tak","U¿ywane",NA,"Niemcy","25/07/2012","NIL57468",NA,NA,NA,NA,NA,NA,NA,NA,"C5 (1997-2004)",NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:985","PLN","7 900","Osoby prywatnej","Osobowe","Audi","A2","1.4","2001","207 000 km","1 390 cm3","Benzyna","75 KM","Manualna","Na przednie ko³a",NA,"Auta miejskie","5","5","Srebrny","Tak",NA,"U¿ywane",NA,"Niemcy",NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:986","PLN","11 500","Osoby prywatnej","Osobowe","Audi","A4","Avant 1.8T","2001","371 500 km","1 781 cm3","Benzyna+LPG","150 KM","Manualna","Na przednie ko³a",NA,"Sedan","5","5","Czarny","Tak","Tak","U¿ywane",NA,NA,"20/02/2001","KCHJG84",NA,NA,NA,NA,"Tak",NA,NA,NA,"B6 (2000-2004)","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:987","PLN","16 500","Osoby prywatnej","Osobowe","Audi","A4","3.0","2001","240 000 km","2 976 cm3","Benzyna+LPG","220 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Inny kolor",NA,"Tak","U¿ywane",NA,"Niemcy","30/07/2001","PKA TG34",NA,NA,NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:988","PLN","6 900","Firmy","Osobowe","Audi","A2","1.4","2001","230 000 km","1 390 cm3","Benzyna","75 KM","Manualna","Na przednie ko³a",NA,"Auta ma³e","5","5","Srebrny","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,"Tak",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:989","PLN","9 950","Osoby prywatnej","Osobowe","Audi","A2","1.4","2001","223 000 km","1 390 cm3","Benzyna","75 KM","Manualna","Na przednie ko³a",NA,"Auta ma³e","5","5","Inny kolor",NA,NA,"U¿ywane",NA,NA,"08/08/2001",NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:990","PLN","7 999","Osoby prywatnej","Osobowe","Audi","A4","2.0","2001","212 000 km","1 984 cm3","Benzyna","130 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Srebrny",NA,NA,"U¿ywane",NA,NA,"10/11/2001","SZBE777","Tak",NA,NA,NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:991","PLN","8 900","Firmy","Osobowe","Audi","A4",NA,"2001","187 000 km","2 000 cm3","Benzyna","131 KM","Automatyczna","Na przednie ko³a",NA,"Sedan","4","4","Srebrny","Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,"Tak",NA,NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:992","PLN","7 000","Firmy","Osobowe","Audi","A6",NA,"2001","190 000 km","2 496 cm3","Diesel","180 KM","Manualna","4x4 (sta³y)",NA,"Kombi","5","5","Czarny","Tak","Tak","U¿ywane",NA,NA,"21/11/2001","WND94738",NA,"Tak","Tak",NA,NA,NA,NA,"Tak","C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:993","PLN","15 800","Osoby prywatnej","Osobowe","Audi","A6 Allroad","2.7T Quattro Tiptr","2001","270 000 km","2 671 cm3","Benzyna","250 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"Kombi","5","5","Srebrny",NA,"Tak","U¿ywane",NA,NA,NA,NA,NA,NA,"Tak",NA,"Tak",NA,NA,NA,"C5 (1999-2005)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:994","PLN","17 900","Firmy","Osobowe","Audi","TT","Coupe 1.8T","2001","243 000 km","1 781 cm3","Benzyna","180 KM","Manualna","Na przednie ko³a",NA,"Coupe","2","4","Srebrny","Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8N (1998-2006)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:995","PLN","20 000","Osoby prywatnej","Osobowe","Audi","S3","1.8T Quattro","2001","6 000 km","1 781 cm3","Benzyna","210 KM","Manualna","4x4 (do³¹czany automatycznie)",NA,"Kompakt","3","5","Szary",NA,NA,"U¿ywane",NA,NA,"22/10/2007","GA9821G",NA,NA,NA,NA,NA,NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:996","PLN","23 900","Osoby prywatnej","Osobowe","Audi","TT",NA,"2001","185 000 km","1 800 cm3","Benzyna","180 KM","Manualna",NA,NA,"Kabriolet","3",NA,"Szary",NA,"Tak","U¿ywane",NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,"8N (1998-2006)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:997","PLN","17 900","Osoby prywatnej","Osobowe","Audi","S3","1.8T Quattro","2001","223 000 km","1 781 cm3","Benzyna","210 KM","Manualna","4x4 (do³¹czany automatycznie)",NA,"Auta ma³e","3",NA,"Srebrny","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:998","PLN","7 800","Firmy","Osobowe","Audi","A4",NA,"2001","194 000 km","1 984 cm3","Benzyna","131 KM","Automatyczna","Na przednie ko³a",NA,"Sedan","4","5","Srebrny","Tak",NA,"U¿ywane",NA,"Niemcy",NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,"2 miesiêcy",NA,"5 000 km",NA,NA,NA,NA,NA
"1:999","PLN","9 000","Osoby prywatnej","Osobowe","Audi","A6",NA,"2001","260 000 km","1 900 cm3","Diesel","115 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Niebieski","Tak",NA,"U¿ywane",NA,"Niemcy",NA,NA,"Tak",NA,NA,NA,"Tak",NA,NA,NA,"C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1000","PLN","9 900","Firmy","Osobowe","Audi","A3","1.6 Attraction","2001","183 700 km","1 595 cm3","Benzyna","102 KM","Manualna","Na przednie ko³a",NA,"Kompakt","5","5","Czarny","Tak",NA,"U¿ywane",NA,NA,"20/09/2001","HOME401","Tak","Tak","Tak",NA,"Tak",NA,NA,"Tak","8L (1996-2003)",NA,NA,NA,NA,"1 miesiêcy",NA,NA,NA,NA,NA,NA,NA
"1:1001","PLN","9 800","Osoby prywatnej","Osobowe","Audi","A6",NA,"2001","278 000 km","2 500 cm3","Diesel","150 KM","Manualna","4x4 (sta³y)",NA,"Sedan","5","5","Srebrny","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1002","PLN","14 900","Firmy","Osobowe","Audi","A4","Avant 1.8T","2001","286 000 km","1 781 cm3","Benzyna+LPG","150 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Inny kolor","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,"Tak","Tak",NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1003","PLN","13 900","Osoby prywatnej","Osobowe","Audi","A4","Avant 1.8T","2001","211 000 km","1 781 cm3","Benzyna","150 KM","Manualna","Na przednie ko³a",NA,"Sedan","5","5","Czarny","Tak",NA,"U¿ywane","Tak",NA,NA,NA,"Tak","Tak","Tak",NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1004","PLN","14 900","Osoby prywatnej","Osobowe","Audi","A4","1.9 TDI","2001","271 315 km","1 896 cm3","Diesel","130 KM","Manualna","Na przednie ko³a",NA,"Kombi","4","5","Czarny",NA,"Tak","U¿ywane","Tak",NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1005","PLN","11 900","Firmy","Osobowe","Audi","A2",NA,"2001","130 000 km","1 400 cm3","Benzyna","75 KM","Manualna","Na przednie ko³a",NA,"Auta ma³e","5","5","Czarny","Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1006","PLN","9 900","Osoby prywatnej","Osobowe","Audi","A3",NA,"2001","177 800 km","1 789 cm3","Benzyna","126 KM","Manualna",NA,NA,"Auta miejskie","5","5","Niebieski","Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1007","PLN","9 090","Osoby prywatnej","Osobowe","Audi","A4","1.9 TDI","2001","329 900 km","1 896 cm3","Diesel","130 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Czarny",NA,NA,"U¿ywane",NA,NA,"01/01/2001","SL1691C",NA,NA,NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1008","PLN","11 500","Osoby prywatnej","Osobowe","Audi","A4","Avant 1.8T","2001","226 400 km","1 781 cm3","Benzyna","150 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Szary",NA,"Tak","U¿ywane",NA,"W³ochy","03/10/2001","GPU1JH3",NA,NA,NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1009","PLN","14 900","Firmy","Osobowe","Audi","A4","Avant 2.8 Quattro","2001","184 000 km","2 771 cm3","Benzyna","193 KM","Manualna","4x4 (do³¹czany automatycznie)",NA,"Kombi","5","5","Niebieski","Tak",NA,"U¿ywane",NA,"Niemcy",NA,NA,"Tak","Tak",NA,NA,"Tak",NA,NA,NA,"B5 (1995-2001)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1010","PLN","9 300","Osoby prywatnej","Osobowe","Audi","A4","2.0","2001","272 000 km","1 984 cm3","Benzyna","130 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Szary",NA,"Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1011","PLN","12 900","Firmy","Osobowe","Audi","A4",NA,"2001","286 323 km","1 896 cm3","Diesel","160 KM","Manualna","Na przednie ko³a",NA,"Kombi","4","5","Srebrny","Tak",NA,"U¿ywane","Tak","Niemcy",NA,NA,"Tak","Tak","Tak",NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1012","PLN","7 500","Osoby prywatnej","Osobowe","Audi","A4","Avant 1.8","2001","217 474 km","1 781 cm3","Benzyna+LPG","125 KM","Automatyczna","Na przednie ko³a",NA,"Kombi","5","5","Szary","Tak",NA,"U¿ywane",NA,NA,"01/01/2001","RNI96YA",NA,NA,NA,NA,NA,NA,NA,NA,"B5 (1995-2001)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1013","PLN","9 900","Firmy","Osobowe","Audi","A3",NA,"2001","248 000 km","1 800 cm3","Benzyna","150 KM","Manualna","Na przednie ko³a",NA,"Kompakt","3","5","Inny kolor",NA,NA,"U¿ywane",NA,"Szwajcaria",NA,NA,"Tak",NA,NA,"Tak","Tak",NA,NA,"Tak","8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1014","PLN","5 500","Osoby prywatnej","Osobowe","Audi","A3","1.6 Ambition","2001","270 000 km","1 595 cm3","Benzyna","102 KM","Manualna","Na przednie ko³a",NA,"Kompakt","5","5","Niebieski",NA,NA,"U¿ywane",NA,NA,"12/03/2010","PWA65A6",NA,NA,NA,NA,NA,NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1015","PLN","5 500","Osoby prywatnej","Osobowe","Audi","A3",NA,"2001","440 000 km","1 986 cm3","Diesel","130 KM","Manualna",NA,NA,"Kompakt","3",NA,"Czarny",NA,"Tak","U¿ywane",NA,"Niemcy",NA,"WR3877S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1016","PLN","9 200","Osoby prywatnej","Osobowe","Audi","A4","Avant 2.0","2001","364 386 km","1 984 cm3","Benzyna+LPG","130 KM","Manualna","Na przednie ko³a",NA,"Sedan","5","5","Srebrny","Tak","Tak","U¿ywane",NA,NA,"09/03/2001","PN2661A",NA,NA,NA,NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1017","PLN","8 900","Osoby prywatnej","Osobowe","Audi","A4","Avant 2.0","2001","292 328 km","1 984 cm3","Benzyna","130 KM","Manualna","Na przednie ko³a",NA,"Sedan","5","5","Srebrny",NA,"Tak","U¿ywane",NA,"Niemcy",NA,"DDZ12224",NA,NA,NA,NA,"Tak",NA,"Tak",NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1018","PLN","10 000","Osoby prywatnej","Osobowe","Audi","A3",NA,"2001","353 799 km","1 781 cm3","Benzyna+LPG","149 KM","Manualna","Na przednie ko³a",NA,"Auta miejskie","3","5","Czarny","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1019","PLN","12 900","Osoby prywatnej","Osobowe","Audi","A2",NA,"2001","149 689 km","1 400 cm3","Benzyna","75 KM","Manualna","Na przednie ko³a",NA,"Auta ma³e","5","5","Czarny","Tak",NA,"U¿ywane",NA,"Niemcy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1020","PLN","6 900","Firmy","Osobowe","Audi","A4","Avant 1.9 TDI","2001","326 000 km","1 896 cm3","Diesel","110 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Niebieski",NA,"Tak","U¿ywane",NA,NA,NA,NA,NA,"Tak","Tak",NA,NA,NA,NA,NA,"B5 (1995-2001)",NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA
"1:1021","PLN","7 900","Firmy","Osobowe","Audi","A3",NA,"2001","241 000 km","1 595 cm3","Benzyna","102 KM","Manualna","Na przednie ko³a",NA,"Kompakt","5","5","Niebieski","Tak",NA,"U¿ywane",NA,NA,NA,NA,"Tak","Tak",NA,NA,NA,NA,NA,"Tak","8L (1996-2003)",NA,"182 g/km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1022","PLN","13 500","Firmy","Osobowe","Audi","A4",NA,"2001","221 000 km","1 781 cm3","Benzyna","125 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Niebieski","Tak","Tak","U¿ywane",NA,"Niemcy","03/09/2001","LWL03VM",NA,"Tak",NA,NA,"Tak",NA,NA,NA,"B5 (1995-2001)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1023","PLN","9 490","Firmy","Osobowe","Audi","A2","1.4","2001","245 128 km","1 390 cm3","Benzyna","75 KM","Manualna",NA,NA,"Auta ma³e","5",NA,"Srebrny","Tak",NA,"U¿ywane",NA,"Niemcy",NA,NA,NA,"Tak",NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1024","PLN","26 900","Osoby prywatnej","Osobowe","Audi","S3","1.8T Quattro","2001","164 000 km","1 781 cm3","Benzyna","210 KM","Manualna","4x4 (sta³y)",NA,"Kompakt","3",NA,"Czerwony",NA,"Tak","U¿ywane",NA,"Szwajcaria",NA,NA,"Tak",NA,NA,NA,"Tak",NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1025","PLN","13 900","Firmy","Osobowe","Audi","A4",NA,"2001","270 000 km","1 781 cm3","Benzyna","150 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Niebieski","Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,"Tak",NA,NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1026","PLN","11 500","Osoby prywatnej","Osobowe","Audi","A4","1.8T","2001","304 000 km","1 781 cm3","Benzyna+LPG","150 KM","Manualna","Na przednie ko³a",NA,"Sedan","4",NA,"Srebrny",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1027","PLN","7 500","Osoby prywatnej","Osobowe","Audi","A4","Avant 1.9 TDI","2001","402 000 km","1 896 cm3","Diesel","115 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Inny kolor","Tak","Tak","U¿ywane",NA,"Niemcy","24/09/2001","ETM4UW3",NA,NA,NA,NA,"Tak",NA,NA,NA,"B5 (1995-2001)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1028","PLN","11 500","Osoby prywatnej","Osobowe","Audi","A4","Avant 1.8T","2001","360 000 km","1 781 cm3","Benzyna","150 KM","Automatyczna","Na przednie ko³a",NA,"Sedan","5","5","Czarny","Tak","Tak","U¿ywane",NA,NA,NA,"EOP CG32",NA,NA,NA,NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1029","PLN","5 500","Osoby prywatnej","Osobowe","Audi","A4",NA,"2001","314 974 km","1 896 cm3","Diesel","130 KM","Manualna",NA,NA,"Sedan","5",NA,"Srebrny",NA,NA,"U¿ywane",NA,NA,NA,"PGN617CR",NA,NA,NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1030","PLN","5 500","Osoby prywatnej","Osobowe","Audi","A4",NA,"2001","330 000 km","1 896 cm3","Diesel","115 KM","Manualna","Na przednie ko³a",NA,"Kompakt","5","5","Czarny",NA,NA,"U¿ywane",NA,NA,"11/04/2001","FKR77LW",NA,NA,NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1031","PLN","9 000","Osoby prywatnej","Osobowe","Audi","A4","Avant 1.9 TDI","2001","366 444 km","1 896 cm3","Diesel","130 KM","Manualna","Na przednie ko³a",NA,"Sedan","5","5","Niebieski",NA,"Tak","U¿ywane",NA,NA,"14/06/2001",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1032","PLN","5 900","Firmy","Osobowe","Audi","A3",NA,"2001","249 000 km","1 595 cm3","Benzyna","102 KM","Manualna","Na przednie ko³a",NA,"Auta miejskie","3","5","Srebrny","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1033","PLN","7 900","Firmy","Osobowe","Audi","A3",NA,"2001","177 000 km","1 595 cm3","Benzyna","102 KM","Manualna",NA,NA,"Kompakt","3","5","Inny kolor","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,"Tak","8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1034","PLN","11 500","Osoby prywatnej","Osobowe","Audi","A4","Avant 2.0","2002","116 500 km","1 984 cm3","Benzyna","130 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Srebrny",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1035","PLN","15 999","Osoby prywatnej","Osobowe","Audi","A4","2.4","2002","242 000 km","2 393 cm3","Benzyna","170 KM","Manualna","Na przednie ko³a",NA,"Kombi","4","5","Inny kolor","Tak",NA,"U¿ywane",NA,"Niemcy",NA,NA,"Tak","Tak",NA,NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1036","PLN","9 900","Osoby prywatnej","Osobowe","Audi","A4","Avant 1.9 TDI","2002","303 000 km","1 896 cm3","Diesel","130 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Srebrny",NA,"Tak","U¿ywane",NA,"Niemcy","01/04/2003","SZA28188",NA,NA,NA,NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1037","PLN","21 000","Osoby prywatnej","Osobowe","Audi","S3","1.8T Quattro","2002","270 000 km","1 781 cm3","Benzyna+LPG","224 KM","Manualna","4x4 (do³¹czany automatycznie)",NA,"Kompakt","3","5","Czarny","Tak","Tak","U¿ywane",NA,NA,"29/11/2002","KCH7SE2",NA,NA,NA,NA,"Tak",NA,"Tak",NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1038","PLN","9 900","Osoby prywatnej","Osobowe","Audi","A4","Avant 1.9 TDI","2002","318 444 km","1 896 cm3","Diesel","130 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Czarny","Tak","Tak","U¿ywane",NA,"Niemcy","12/08/2002","CRAAM79","Tak",NA,NA,NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"1:1039","PLN","8 999","Osoby prywatnej","Osobowe","Audi","A4","Avant 2.5 TDI","2002","270 000 km","2 496 cm3","Diesel","155 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Szary","Tak","Tak","U¿ywane",NA,"Holandia","12/02/2002","CWA13LA",NA,NA,NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,"189 g/km",NA,NA,NA,NA,"270 000 km",NA,NA,NA,NA,NA
"1:1040","PLN","4 200","Osoby prywatnej","Osobowe","Audi","A3","1.6 Ambiente","2002","246 000 km","1 595 cm3","Benzyna","102 KM","Manualna","Na przednie ko³a",NA,"Kompakt","3","5","Srebrny","Tak",NA,"U¿ywane",NA,"Niemcy","30/10/2002","GRAJW56","Tak",NA,NA,NA,NA,NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1041","PLN","9 900","Osoby prywatnej","Osobowe","Audi","A3",NA,"2002","144 543 km","1 595 cm3","Benzyna","102 KM","Manualna","Na przednie ko³a",NA,"Kompakt","5","5","Srebrny","Tak",NA,"U¿ywane","Tak","Niemcy","21/11/2002",NA,"Tak","Tak",NA,NA,"Tak",NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1042","PLN","18 500","Osoby prywatnej","Osobowe","Audi","A4","Cabriolet 2.4","2002","191 496 km","2 393 cm3","Benzyna+LPG","170 KM","Manualna","Na przednie ko³a",NA,"Kabriolet","2","4","Niebieski","Tak","Tak","U¿ywane",NA,NA,NA,"TBU02310",NA,NA,NA,NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
